ID,Row,Column,Area,BaseLandUseType,CarbonMax,CarbonMin,Cattle,CornYield,DrainageClass,Erosion,FloodFrequency,Group,NitratesPPM,Pindex,Sediment,SoilType,SoybeanYield,StreamNetwork,Subwatershed,Timber,Topography,WatershedNitrogenContribution,Wetland,CurrentLandUse,CurrentLandUse,CurrentLandUse,PrecipYear0,PrecipYear1,PrecipYear2,PrecipYear3,riverStreams
304,14,5,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,8,8,8,24.58,30.39,34.34,28.18,0
305,14,6,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,8,8,8,24.58,30.39,34.34,28.18,0
306,14,7,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,6,6,6,24.58,30.39,34.34,28.18,0
307,14,8,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,2,2,2,24.58,30.39,34.34,28.18,0
308,14,9,10,1,18980,486,17.5,2140,60,0.8,0, ,4,57.2,0.595238095,C,62.06,0,4,850,1,0.000815494,0,12,12,12,24.58,30.39,34.34,28.18,0
309,14,10,9.5,1,18980,486,17.5,2100,60,0.1,20, ,0,10,0.074404762,L,60.9,1,4,850,0,0,0,9,9,9,24.58,30.39,34.34,28.18,0
310,14,11,10,1,18980,486,17.5,1790,70,0.1,50, ,5,23.6,0.074404762,O,51.91,0,5,850,0,0.001019368,1,7,7,7,24.58,30.39,34.34,28.18,0
311,14,12,9.75,1,18980,486,17.5,2090,40,0.1,20, ,5,10,0.074404762,Y,60.61,1,5,2750,0,0.001019368,0,9,9,9,24.58,30.39,34.34,28.18,3
312,14,13,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,13,13,13,24.58,30.39,34.34,28.18,0
313,14,14,10,1,18980,486,17.5,2350,30,0.8,0, ,5,23.6,0.595238095,Q,68.15,0,5,2750,1,0.001019368,0,11,11,11,24.58,30.39,34.34,28.18,0
314,14,15,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,5,5,5,24.58,30.39,34.34,28.18,0
315,14,16,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,5,5,5,24.58,30.39,34.34,28.18,0
316,14,17,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,5,5,5,24.58,30.39,34.34,28.18,0
317,14,18,10,1,18980,486,17.5,2350,30,1.5,0, ,9,23.6,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,8,8,8,24.58,30.39,34.34,28.18,0
318,14,19,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,5,5,5,24.58,30.39,34.34,28.18,0
319,14,20,10,1,18980,486,17.5,2350,30,1.5,0, ,9,23.6,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,3,3,3,24.58,30.39,34.34,28.18,0
320,14,21,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,2,2,2,24.58,30.39,34.34,28.18,0
321,14,22,10,1,18980,486,17.5,2210,30,2.2,0, ,9,23.6,1.636904762,M,64.09,0,9,2750,3,0.001834862,0,2,2,2,24.58,30.39,34.34,28.18,0
322,14,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
323,15,1,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,3,0.001427115,0,2,2,2,24.58,30.39,34.34,28.18,0
324,15,2,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,14,14,14,24.58,30.39,34.34,28.18,0
325,15,3,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,1,0.001427115,0,11,11,11,24.58,30.39,34.34,28.18,0
326,15,4,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,11,11,11,24.58,30.39,34.34,28.18,0
327,15,5,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,4,4,4,24.58,30.39,34.34,28.18,0
328,15,6,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,8,8,8,24.58,30.39,34.34,28.18,0
329,15,7,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,5,5,5,24.58,30.39,34.34,28.18,0
330,15,8,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,2,2,2,24.58,30.39,34.34,28.18,0
331,15,9,10,1,18980,486,17.5,2140,60,0.1,0, ,7,57.2,0.074404762,C,62.06,0,7,850,0,0.001427115,1,5,5,5,24.58,30.39,34.34,28.18,0
332,15,10,9.5,1,18980,486,17.5,2100,60,0.1,20, ,0,10,0.074404762,L,60.9,1,7,850,0,0,0,2,2,2,24.58,30.39,34.34,28.18,0
333,15,11,9.25,1,18980,486,17.5,1470,10,0.1,40, ,0,10,0.074404762,B,42.63,1,5,1250,0,0,0,8,8,8,24.58,30.39,34.34,28.18,1*2*3
334,15,12,10,1,18980,486,17.5,2400,50,0.8,0, ,6,23.6,0.595238095,T,69.6,0,6,1750,1,0.001223242,0,6,6,6,24.58,30.39,34.34,28.18,0
335,15,13,10,1,18980,486,17.5,2350,30,1.5,0, ,6,23.6,1.116071429,Q,68.15,0,6,2750,2,0.001223242,0,6,6,6,24.58,30.39,34.34,28.18,0
336,15,14,10,1,18980,486,17.5,2350,30,1.5,0, ,6,23.6,1.116071429,Q,68.15,0,6,2750,2,0.001223242,0,3,3,3,24.58,30.39,34.34,28.18,0
337,15,15,10,1,18980,486,17.5,2210,30,2.2,0, ,9,23.6,1.636904762,M,64.09,0,9,2750,3,0.001834862,0,4,4,4,24.58,30.39,34.34,28.18,0
338,15,16,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,4,4,4,24.58,30.39,34.34,28.18,0
339,15,17,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,13,13,13,24.58,30.39,34.34,28.18,0
340,15,18,10,1,18980,486,17.5,2350,30,1.5,0, ,9,23.6,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,3,3,3,24.58,30.39,34.34,28.18,0
341,15,19,10,1,18980,486,17.5,2350,30,1.5,0, ,9,23.6,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,8,8,8,24.58,30.39,34.34,28.18,0
342,15,20,10,1,18980,486,17.5,2350,30,1.5,0, ,9,23.6,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,6,6,6,24.58,30.39,34.34,28.18,0
343,15,21,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,6,6,6,24.58,30.39,34.34,28.18,0
344,15,22,10,1,18980,486,17.5,2210,30,2.2,0, ,9,23.6,1.636904762,M,64.09,0,9,2750,3,0.001834862,0,14,14,14,24.58,30.39,34.34,28.18,0
345,15,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
346,16,1,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,3,0.001427115,0,8,8,8,24.58,30.39,34.34,28.18,0
347,16,2,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,3,0.001427115,0,3,3,3,24.58,30.39,34.34,28.18,0
348,16,3,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,14,14,14,24.58,30.39,34.34,28.18,0
349,16,4,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,12,12,12,24.58,30.39,34.34,28.18,0
350,16,5,10,1,18980,486,17.5,2140,60,0.8,0, ,11,57.2,0.595238095,C,62.06,0,11,850,1,0.00224261,0,14,14,14,24.58,30.39,34.34,28.18,0
351,16,6,10,1,18980,486,17.5,2140,60,0.8,0, ,11,57.2,0.595238095,C,62.06,0,11,850,1,0.00224261,0,9,9,9,24.58,30.39,34.34,28.18,0
352,16,7,10,1,18980,486,17.5,2140,60,1.5,0, ,7,57.2,1.116071429,C,62.06,0,7,850,2,0.001427115,0,3,3,3,24.58,30.39,34.34,28.18,0
353,16,8,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,8,8,8,24.58,30.39,34.34,28.18,0
354,16,9,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,10,10,10,24.58,30.39,34.34,28.18,0
355,16,10,10,1,18980,486,17.5,2140,60,0.8,0, ,8,57.2,0.595238095,C,62.06,0,8,850,1,0.001630989,0,3,3,3,24.58,30.39,34.34,28.18,0
356,16,11,9.25,1,18980,486,17.5,1470,10,0.1,40, ,0,10,0.074404762,B,42.63,1,5,1250,0,0,0,13,13,13,24.58,30.39,34.34,28.18,1*2*3
357,16,12,10,1,18980,486,17.5,2400,50,0.8,0, ,6,23.6,0.595238095,T,69.6,0,6,1750,1,0.001223242,0,12,12,12,24.58,30.39,34.34,28.18,0
358,16,13,10,1,18980,486,17.5,2350,30,1.5,0, ,6,23.6,1.116071429,Q,68.15,0,6,2750,2,0.001223242,0,9,9,9,24.58,30.39,34.34,28.18,0
359,16,14,10,1,18980,486,17.5,2350,30,2.2,0, ,6,23.6,1.636904762,Q,68.15,0,6,2750,3,0.001223242,0,3,3,3,24.58,30.39,34.34,28.18,0
360,16,15,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,11,11,11,24.58,30.39,34.34,28.18,0
361,16,16,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,11,11,11,24.58,30.39,34.34,28.18,0
362,16,17,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,8,8,8,24.58,30.39,34.34,28.18,0
363,16,18,10,1,18980,486,17.5,2350,30,1.5,0, ,9,23.6,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,6,6,6,24.58,30.39,34.34,28.18,0
364,16,19,10,1,18980,486,17.5,2350,30,1.5,0, ,9,23.6,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,9,9,9,24.58,30.39,34.34,28.18,0
365,16,20,10,1,18980,486,17.5,2210,30,2.2,0, ,9,23.6,1.636904762,M,64.09,0,9,2750,3,0.001834862,0,6,6,6,24.58,30.39,34.34,28.18,0
366,16,21,10,1,18980,486,17.5,2210,30,2.2,0, ,9,23.6,1.636904762,M,64.09,0,9,2750,3,0.001834862,0,2,2,2,24.58,30.39,34.34,28.18,0
367,16,22,10,1,18980,486,17.5,2210,30,2.2,0, ,9,23.6,1.636904762,M,64.09,0,9,2750,3,0.001834862,0,12,12,12,24.58,30.39,34.34,28.18,0
368,16,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
369,17,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
370,17,2,10,1,18980,486,17.5,2280,50,1.5,0, ,7,10,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,2,2,2,24.58,30.39,34.34,28.18,0
371,17,3,10,1,18980,486,17.5,2280,50,0.8,0, ,7,10,0.595238095,N,66.12,0,7,1750,1,0.001427115,0,9,9,9,24.58,30.39,34.34,28.18,0
372,17,4,10,1,18980,486,17.5,2140,60,0.8,0, ,7,10,0.595238095,C,62.06,0,7,850,1,0.001427115,0,5,5,5,24.58,30.39,34.34,28.18,0
373,17,5,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,7,7,7,24.58,30.39,34.34,28.18,0
374,17,6,10,1,18980,486,17.5,1790,70,0.1,50, ,11,10,0.074404762,O,51.91,0,11,850,0,0.00224261,1,8,8,8,24.58,30.39,34.34,28.18,0
375,17,7,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,14,14,14,24.58,30.39,34.34,28.18,0
376,17,8,10,1,18980,486,17.5,2140,60,1.5,0, ,7,10,1.116071429,C,62.06,0,7,850,2,0.001427115,0,13,13,13,24.58,30.39,34.34,28.18,0
377,17,9,10,1,18980,486,17.5,2280,50,1.5,0, ,7,10,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,10,10,10,24.58,30.39,34.34,28.18,0
378,17,10,10,1,18980,486,17.5,2140,60,0.8,0, ,8,10,0.595238095,C,62.06,0,8,850,1,0.001630989,0,12,12,12,24.58,30.39,34.34,28.18,0
379,17,11,9.5,1,18980,486,17.5,1470,10,0.1,40, ,0,10,0.074404762,B,42.63,1,8,1250,0,0,0,5,5,5,24.58,30.39,34.34,28.18,0
380,17,12,9.5,1,18980,486,17.5,2090,40,0.1,20, ,0,10,0.074404762,Y,60.61,1,6,2750,0,0,0,14,14,14,24.58,30.39,34.34,28.18,0
381,17,13,10,1,18980,486,17.5,2400,50,0.8,0, ,6,50,0.595238095,T,69.6,0,6,1750,1,0.001223242,0,10,10,10,24.58,30.39,34.34,28.18,0
382,17,14,10,1,18980,486,17.5,2350,30,1.5,0, ,6,50,1.116071429,Q,68.15,0,6,2750,2,0.001223242,0,8,8,8,24.58,30.39,34.34,28.18,0
383,17,15,10,1,18980,486,17.5,2060,30,3.9,0, ,9,50,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,6,6,6,24.58,30.39,34.34,28.18,0
384,17,16,10,1,18980,486,17.5,2060,30,3.9,0, ,9,50,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,13,13,13,24.58,30.39,34.34,28.18,0
385,17,17,9.75,1,18980,486,17.5,2090,40,0.1,20, ,9,10,0.074404762,Y,60.61,1,9,2750,0,0.001834862,0,4,4,4,24.58,30.39,34.34,28.18,4
386,17,18,10,1,18980,486,17.5,2400,50,0.8,0, ,9,50,0.595238095,T,69.6,0,9,1750,1,0.001834862,0,2,2,2,24.58,30.39,34.34,28.18,0
387,17,19,10,1,18980,486,17.5,2350,30,1.5,0, ,9,50,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,9,9,9,24.58,30.39,34.34,28.18,0
388,17,20,10,1,18980,486,17.5,2350,30,1.5,0, ,9,50,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,9,9,9,24.58,30.39,34.34,28.18,0
389,17,21,10,1,18980,486,17.5,2350,30,1.5,0, ,9,50,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,9,9,9,24.58,30.39,34.34,28.18,0
390,17,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
391,17,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
392,18,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
393,18,2,10,1,18980,486,17.5,2280,50,1.5,0, ,7,10,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,11,11,11,24.58,30.39,34.34,28.18,0
394,18,3,10,1,18980,486,17.5,2280,50,1.5,0, ,7,10,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,4,4,4,24.58,30.39,34.34,28.18,0
395,18,4,10,1,18980,486,17.5,2140,60,0.8,0, ,7,10,0.595238095,C,62.06,0,7,850,1,0.001427115,0,4,4,4,24.58,30.39,34.34,28.18,0
396,18,5,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,1,1,1,24.58,30.39,34.34,28.18,0
397,18,6,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,2,2,2,24.58,30.39,34.34,28.18,0
398,18,7,10,1,18980,486,17.5,1790,70,0.1,50, ,11,10,0.074404762,O,51.91,0,11,850,0,0.00224261,1,12,12,12,24.58,30.39,34.34,28.18,0
399,18,8,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,9,9,9,24.58,30.39,34.34,28.18,0
400,18,9,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,9,9,9,24.58,30.39,34.34,28.18,0
401,18,10,10,1,18980,486,17.5,1470,10,0.8,40, ,11,10,0.595238095,B,42.63,0,11,1250,1,0.00224261,0,2,2,2,24.58,30.39,34.34,28.18,5
402,18,11,10,1,18980,486,17.5,1790,70,0.1,50, ,11,10,0.074404762,O,51.91,0,11,850,0,0.00224261,1,3,3,3,24.58,30.39,34.34,28.18,0
403,18,12,9.5,1,18980,486,17.5,2090,40,0.1,20, ,0,10,0.074404762,Y,60.61,1,6,2750,0,0,0,8,8,8,24.58,30.39,34.34,28.18,0
404,18,13,9.5,1,18980,486,17.5,2090,40,0.1,20, ,0,10,0.074404762,Y,60.61,1,6,2750,0,0,0,6,6,6,24.58,30.39,34.34,28.18,0
405,18,14,10,1,18980,486,17.5,2400,50,0.8,0, ,9,50,0.595238095,T,69.6,0,9,1750,1,0.001834862,0,13,13,13,24.58,30.39,34.34,28.18,0
406,18,15,10,1,18980,486,17.5,2060,30,3.9,0, ,9,50,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,2,2,2,24.58,30.39,34.34,28.18,0
407,18,16,9.5,1,18980,486,17.5,2090,40,0.1,20, ,9,10,0.074404762,Y,60.61,1,9,2750,0,0.001834862,0,14,14,14,24.58,30.39,34.34,28.18,0
408,18,17,10,1,18980,486,17.5,2400,50,0.8,0, ,9,50,0.595238095,T,69.6,0,9,1750,1,0.001834862,0,6,6,6,24.58,30.39,34.34,28.18,0
409,18,18,10,1,18980,486,17.5,2350,30,1.5,0, ,9,50,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,7,7,7,24.58,30.39,34.34,28.18,0
410,18,19,10,1,18980,486,17.5,2350,30,1.5,0, ,9,50,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,13,13,13,24.58,30.39,34.34,28.18,0
411,18,20,10,1,18980,486,17.5,2350,30,1.5,0, ,10,50,1.116071429,Q,68.15,0,10,2750,2,0.002038736,0,7,7,7,24.58,30.39,34.34,28.18,0
412,18,21,10,1,18980,486,17.5,2350,30,1.5,0, ,10,50,1.116071429,Q,68.15,0,10,2750,2,0.002038736,0,7,7,7,24.58,30.39,34.34,28.18,0
413,18,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
414,18,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
415,19,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
416,19,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
417,19,3,10,1,18980,486,17.5,2080,30,2.2,0, ,7,10,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,2,2,2,24.58,30.39,34.34,28.18,0
418,19,4,10,1,18980,486,17.5,2140,60,0.8,0, ,7,10,0.595238095,C,62.06,0,7,850,1,0.001427115,0,2,2,2,24.58,30.39,34.34,28.18,0
419,19,5,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,8,8,8,24.58,30.39,34.34,28.18,0
420,19,6,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,15,15,15,24.58,30.39,34.34,28.18,0
421,19,7,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,15,15,15,24.58,30.39,34.34,28.18,0
422,19,8,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,9,9,9,24.58,30.39,34.34,28.18,0
423,19,9,10,1,18980,486,17.5,2140,60,0.1,0, ,11,10,0.074404762,C,62.06,0,11,850,0,0.00224261,1,15,15,15,24.58,30.39,34.34,28.18,0
424,19,10,9.75,1,18980,486,17.5,1470,10,0.1,40, ,11,10,0.074404762,B,42.63,1,11,1250,0,0.00224261,0,6,6,6,24.58,30.39,34.34,28.18,5
425,19,11,10,1,18980,486,17.5,1790,70,0.1,50, ,11,10,0.074404762,O,51.91,0,11,850,0,0.00224261,1,15,15,15,24.58,30.39,34.34,28.18,0
426,19,12,10,1,18980,486,17.5,1790,70,0.1,50, ,11,10,0.074404762,O,51.91,0,11,850,0,0.00224261,1,3,3,3,24.58,30.39,34.34,28.18,0
427,19,13,9.25,1,18980,486,17.5,2090,40,0.1,20, ,0,10,0.074404762,Y,60.61,1,6,2750,0,0,0,6,6,6,24.58,30.39,34.34,28.18,0
428,19,14,10,1,18980,486,17.5,2400,50,0.8,0, ,9,50,0.595238095,T,69.6,0,9,1750,1,0.001834862,0,7,7,7,24.58,30.39,34.34,28.18,0
429,19,15,10,1,18980,486,17.5,2060,30,3.9,0, ,9,50,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,11,11,11,24.58,30.39,34.34,28.18,0
430,19,16,9.5,1,18980,486,17.5,2090,40,0.1,20, ,9,10,0.074404762,Y,60.61,1,9,2750,0,0.001834862,0,5,5,5,24.58,30.39,34.34,28.18,4
431,19,17,10,1,18980,486,17.5,2400,50,0.8,0, ,9,50,0.595238095,T,69.6,0,9,1750,1,0.001834862,0,9,9,9,24.58,30.39,34.34,28.18,0
432,19,18,10,1,18980,486,17.5,2350,30,1.5,0, ,9,50,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,14,14,14,24.58,30.39,34.34,28.18,0
433,19,19,10,1,18980,486,17.5,2350,30,1.5,0, ,10,50,1.116071429,Q,68.15,0,10,2750,2,0.002038736,0,1,1,1,24.58,30.39,34.34,28.18,0
434,19,20,10,1,18980,486,17.5,2350,30,1.5,0, ,10,50,1.116071429,Q,68.15,0,10,2750,2,0.002038736,0,1,1,1,24.58,30.39,34.34,28.18,0
435,19,21,10,1,18980,486,17.5,2210,30,2.2,0, ,10,50,1.636904762,M,64.09,0,10,2750,3,0.002038736,0,6,6,6,24.58,30.39,34.34,28.18,0
436,19,22,10,1,18980,486,17.5,2210,30,2.2,0, ,10,50,1.636904762,M,64.09,0,10,2750,3,0.002038736,0,12,12,12,24.58,30.39,34.34,28.18,0
437,19,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
438,20,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
439,20,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
440,20,3,10,1,18980,486,17.5,2080,30,2.2,0, ,11,10,1.636904762,A,60.32,0,11,2750,3,0.00224261,0,14,14,14,24.58,30.39,34.34,28.18,0
441,20,4,10,1,18980,486,17.5,2280,50,1.5,0, ,11,10,1.116071429,N,66.12,0,11,1750,2,0.00224261,0,11,11,11,24.58,30.39,34.34,28.18,0
442,20,5,10,1,18980,486,17.5,2280,50,1.5,0, ,11,10,1.116071429,N,66.12,0,11,1750,2,0.00224261,0,4,4,4,24.58,30.39,34.34,28.18,0
443,20,6,10,1,18980,486,17.5,2280,50,1.5,0, ,11,10,1.116071429,N,66.12,0,11,1750,2,0.00224261,0,6,6,6,24.58,30.39,34.34,28.18,0
444,20,7,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,11,11,11,24.58,30.39,34.34,28.18,0
445,20,8,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,4,4,4,24.58,30.39,34.34,28.18,0
446,20,9,10,1,18980,486,17.5,2140,60,0.8,0, ,11,10,0.595238095,C,62.06,0,11,850,1,0.00224261,0,1,1,1,24.58,30.39,34.34,28.18,0
447,20,10,10,1,18980,486,17.5,2080,30,0.8,0, ,11,10,0.595238095,A,60.32,0,11,2750,1,0.00224261,0,12,12,12,24.58,30.39,34.34,28.18,0
448,20,11,9.5,1,18980,486,17.5,1470,10,0.1,40, ,11,10,0.074404762,B,42.63,1,11,1250,0,0.00224261,0,2,2,2,24.58,30.39,34.34,28.18,5
449,20,12,9.5,1,18980,486,17.5,1470,10,0.1,40, ,11,10,0.074404762,B,42.63,1,11,1250,0,0.00224261,0,6,6,6,24.58,30.39,34.34,28.18,0
450,20,13,9,1,18980,486,17.5,2090,40,0.1,20, ,0,10,0.074404762,Y,60.61,1,11,2750,0,0,0,10,10,10,24.58,30.39,34.34,28.18,1*2*3
451,20,14,10,1,18980,486,17.5,1790,70,0.1,50, ,9,50,0.074404762,O,51.91,0,9,850,0,0.001834862,1,8,8,8,24.58,30.39,34.34,28.18,0
452,20,15,9.5,1,18980,486,17.5,2090,40,0.1,20, ,9,10,0.074404762,Y,60.61,1,9,2750,0,0.001834862,0,7,7,7,24.58,30.39,34.34,28.18,0
453,20,16,10,1,18980,486,17.5,2400,50,0.8,0, ,9,50,0.595238095,T,69.6,0,9,1750,1,0.001834862,0,11,11,11,24.58,30.39,34.34,28.18,0
454,20,17,10,1,18980,486,17.5,2000,60,1.5,0, ,9,50,1.116071429,K,58,0,9,1300,2,0.001834862,0,12,12,12,24.58,30.39,34.34,28.18,0
455,20,18,10,1,18980,486,17.5,2350,30,1.5,0, ,10,50,1.116071429,Q,68.15,0,10,2750,2,0.002038736,0,11,11,11,24.58,30.39,34.34,28.18,0
456,20,19,10,1,18980,486,17.5,2350,30,1.5,0, ,10,50,1.116071429,Q,68.15,0,10,2750,2,0.002038736,0,11,11,11,24.58,30.39,34.34,28.18,0
