LU_ID,Land-Use,Sub Crop,PerAcreORPerCell,TopographySlopes,StreamBorder,Year,Time of Year,Frequency,Time - Cost Type,Action - Cost Type,Fixed/Variable,Cost Name,# Labor Hours,Value,Context and/ or Calculations ,Description,Citation,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,20,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,21,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,22,,,Preharvest,Labor,Variable,Spray 11 - Skilled Labor Costs,0.6,12,0.6 hours * $20/hour * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,20,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,21,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,22,,,Preharvest,Equipment,Variable,Spray 11 - Equipment Costs,,13.97,$13.97 * 1 spray ,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,20,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,21,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,22,,,Preharvest,Input,Variable,Spray 12 - Captan 80 WP,,16.5,Captan 80WP 2.5 lbs/acre * $6.60/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,20,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,21,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,22,,,Preharvest,Input,Variable,Spray 12 - Sulfur,,2.5,Sulfur 5 lbs/acre * $0.50/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Input,Variable,Spray 12 - Elevate 50 WP,,42.75,Elevate 50 WP 1 lbs/acre * $42.75/lb * 1 spray,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
